DOMAIN	Anaeromyces-like_sp_C3J_Trinity	Anaeromyces_robustus_S4	Anaeromyces_sp_C3G_Trinity	Anaeromyces_sp_G3G_Trinity	Anaeromyces_sp_Na_Trinity	Anaeromyces_sp_O2_Trinity	Caecomyces_sp_Brit4_Trinity	Caecomyces_sp_Iso3_Trinity	Chytriomyces_sp_MP71	Entophlyctis_helioformis_JEL805	Gaertneriomyces_semiglobifer_Barr_43	Gonapodya_prolifera_JEL478	Neocallimastix_californiae_G1	Neocallimastix_frontalis_Hef5_Trinity	Neocallimastix_sp_G3_Trinity	Orpinomyces_sp_D3A_Trinity	Orpinomyces_sp_D3B_Trinity	Orpinomyces_sp_D4C_Trinity	Pecoramyces_ruminantium_C1A	Pecoramyces_sp_FS3C_Trinity	Pecoramyces_sp_FX4B_Trinity	Pecoramyces_sp_S4B_Trinity	Pecoramyces_sp_YC3_Trinity	Piromyces_finnis	Piromyces_sp_A1_Trinity	Piromyces_sp_B4_Trinity	Piromyces_sp_B5_Trinity	Piromyces_sp_E2	Rhizoclosmatium_globosum_primary	Feramyces_austinii_WSF2c_Trinity	Feramyces_austinii_WSF3a_Trinity
Transketolase_C	7	2	3	4	4	6	5	16	3	3	3	4	3	11	5	6	6	4	2	7	9	4	10	2	9	20	25	3	3	3	6
LMBR1	8	3	6	11	5	6	12	10	3	3	3	4	6	21	10	4	3	4	3	6	13	6	8	4	6	12	1	2	3	8	7
NAD_kinase	22	3	10	13	10	15	10	12	3	3	2	3	7	18	9	3	2	3	4	6	4	3	4	4	4	16	3	3	2	6	6
CN_hydrolase	14	3	5	6	7	12	3	9	8	4	4	5	5	8	7	5	5	5	1	4	11	10	6	3	2	21	8	4	7	10	10
His_biosynth	10	3	5	11	11	13	3	15	2	2	3	2	4	16	6	9	4	6	2	6	6	2	6	3	5	25	11	4	3	8	7
Sec10	8	1	8	9	8	11	9	13	2	5	3	2	3	18	12	7	8	9	4	10	5	8	3	2	8	9	7	3	2	5	7
Pectinesterase	6	5	5	7	5	9	2	5	0	0	0	8	14	25	12	0	2	1	9	9	11	6	5	5	5	11	4	8	0	16	7
Glyoxalase	9	2	7	10	8	21	9	20	7	2	5	15	2	14	3	14	5	5	1	1	3	2	1	1	6	22	6	2	6	2	3
DUF2828	7	10	2	5	4	10	7	31	3	0	0	0	9	4	5	3	0	5	3	20	9	4	13	8	2	9	12	11	2	1	5
G-gamma	5	2	2	12	29	36	5	6	2	3	2	0	5	8	7	5	15	14	2	3	1	3	3	3	7	6	3	1	1	10	9
tRNA-synt_1b	6	3	5	6	6	6	3	6	5	5	4	4	2	8	2	6	7	8	4	10	6	3	4	2	7	38	12	3	5	4	6
Prok-JAB	8	3	5	12	9	10	8	10	3	2	3	3	5	14	10	5	7	5	1	6	8	5	6	2	13	5	11	3	3	7	8
Syja_N	10	3	7	7	4	11	8	15	6	5	4	3	7	10	11	3	7	3	7	6	4	7	8	3	4	10	8	4	9	4	1
F420_oxidored	11	4	4	9	11	12	5	13	2	2	1	5	4	25	3	4	2	5	0	6	11	3	6	4	5	16	15	1	2	7	2
tRNA-synt_2c	30	1	2	8	12	15	4	30	3	1	1	1	1	2	3	6	2	5	3	6	1	4	2	1	16	19	17	1	2	1	2
POLO_box	20	2	8	6	6	5	3	8	2	1	2	2	4	22	16	2	6	2	0	8	4	4	5	4	6	38	4	2	2	2	9
Piwi	5	1	3	4	4	4	4	8	5	1	5	6	6	19	10	17	4	4	4	4	4	3	9	3	5	19	20	3	8	3	6
DNA_pol3_delta2	14	4	8	11	12	13	5	23	4	3	4	4	4	13	7	4	7	7	2	9	7	8	6	4	2	5	1	2	4	9	2
RWD	16	4	11	8	8	22	3	7	6	5	4	5	5	15	5	6	5	7	5	4	6	4	4	4	6	18	5	1	4	3	2
DUF4874	9	10	4	2	3	7	1	9	0	0	0	0	24	9	5	1	1	3	10	2	2	3	1	12	9	20	16	33	0	1	1
SMC_hinge	15	2	7	15	7	23	4	17	4	4	3	4	4	9	9	2	5	5	5	6	8	14	7	4	1	11	3	2	3	0	2
MIT	17	4	7	10	10	13	1	21	1	1	1	3	6	19	9	4	2	3	3	22	4	6	8	3	10	1	2	0	1	4	6
Tim17	9	3	3	7	11	6	4	11	8	6	7	4	5	14	3	7	7	8	2	5	5	12	2	3	11	12	5	3	4	12	3
UDPGP	7	1	3	9	6	7	5	35	4	2	2	2	4	8	5	7	4	6	2	3	3	2	6	2	13	23	10	2	5	4	8
HMG_CoA_synt_C	17	3	7	12	8	9	4	18	1	1	1	2	4	14	7	4	5	7	2	3	5	6	6	3	8	20	3	3	1	13	5
Longin	13	4	7	10	11	15	5	8	2	4	4	4	5	11	6	4	8	5	4	7	7	5	6	3	6	9	8	3	2	7	7
OTCace	8	3	9	14	10	7	7	8	3	2	2	1	5	7	5	11	10	7	1	8	4	6	6	3	8	15	6	3	2	7	12
DSBA	7	3	4	4	6	10	1	3	4	5	2	15	11	12	13	2	3	4	2	5	11	12	2	2	9	9	5	3	5	11	7
zf-CHY	13	4	7	11	9	9	4	10	6	4	3	3	6	23	4	5	5	2	4	6	9	4	7	4	7	9	5	3	4	4	5
Alpha-amylase_C	9	3	4	12	10	11	6	11	1	1	1	2	6	9	6	7	4	14	3	4	5	6	3	3	6	15	9	3	1	10	5
Chitin_synth_1	4	3	1	4	4	4	8	6	9	4	4	4	5	26	13	1	4	3	5	11	8	12	9	3	2	6	7	2	12	8	4
Succ_CoA_lig	4	2	2	4	5	4	10	4	3	1	1	1	3	3	1	6	46	55	2	0	6	2	4	2	5	6	15	2	0	4	5
Phosphorylase	6	1	2	10	8	11	2	2	2	1	1	1	3	8	6	12	14	2	3	5	4	51	6	1	2	8	7	1	3	10	9
Pex2_Pex12	7	3	9	4	6	8	4	14	3	3	3	3	3	11	10	7	7	6	4	15	8	8	8	4	10	14	0	4	3	8	7
RRM_5	10	6	5	10	11	6	6	11	4	5	2	4	4	13	8	8	10	5	2	7	7	5	7	3	8	9	2	1	4	1	9
GST_C_6	8	2	4	6	5	9	3	18	7	2	2	4	4	9	8	4	6	3	2	7	4	4	5	4	5	7	43	1	3	4	5
Hydrolase_6	11	3	2	4	11	14	3	11	7	4	2	2	4	32	15	6	3	4	3	5	9	4	5	2	4	14	2	1	6	5	7
PPR_long	4	2	2	5	6	30	3	9	4	5	11	2	6	20	7	7	7	8	0	3	3	3	3	3	7	9	13	3	4	2	3
ChAPs	17	4	4	10	6	6	7	10	2	1	1	2	4	16	8	5	6	7	3	6	8	2	6	2	7	19	4	2	2	9	4
PHM7_cyt	11	5	3	2	8	11	3	7	6	2	5	1	6	18	10	6	3	6	5	8	7	6	7	5	4	15	12	4	5	2	6
MA3	17	3	5	5	10	10	7	9	3	2	2	2	7	21	10	5	4	13	2	9	5	6	5	3	1	7	7	3	3	7	4
Sortilin_C	11	3	13	6	6	30	3	7	0	3	2	0	6	6	9	5	4	7	0	5	4	4	22	3	9	4	9	1	3	2	8
DNA_pol_B_exo1	14	10	4	3	6	13	2	10	5	6	5	6	5	19	18	3	1	4	8	6	1	12	3	12	0	0	2	8	11	1	2
PMI_typeI	10	2	4	14	11	11	2	5	2	1	1	1	6	16	10	9	6	8	2	7	2	5	4	2	11	8	6	3	1	9	10
Gti1_Pac2	5	6	3	3	1	5	0	4	38	3	3	2	9	21	3	3	1	2	5	2	4	4	3	6	5	11	1	6	37	2	2
KAP	2	3	2	4	3	2	2	13	3	1	2	3	6	45	4	2	1	4	5	8	4	3	18	5	16	10	4	3	2	1	8
HIT	14	5	5	5	11	12	8	13	3	4	4	3	6	15	9	3	3	2	1	8	8	7	6	5	8	9	0	2	2	6	6
Transglut_core	3	3	2	5	4	7	3	13	5	2	2	4	7	12	7	3	3	2	5	7	5	7	6	4	11	22	16	5	3	1	2
Vinculin	5	4	3	6	3	6	4	13	2	2	2	2	7	17	8	6	6	5	3	4	10	7	6	4	6	7	6	3	2	25	7
Usp	3	3	8	5	6	2	1	10	18	11	9	9	3	3	11	2	3	1	2	2	1	1	3	1	4	33	19	1	29	0	8
Spermine_synth	18	2	4	5	28	28	2	19	2	1	2	2	1	26	20	6	2	2	1	0	4	13	4	1	2	6	5	1	2	1	2
CRAL_TRIO_2	12	5	5	5	20	7	2	7	9	7	3	5	8	22	15	2	4	3	2	9	5	5	6	4	4	4	3	3	7	2	2
FAD_binding_3	0	0	0	2	2	0	0	4	28	4	6	41	1	2	1	1	1	4	0	0	0	1	1	1	3	23	17	1	71	0	1
Fer4_7	20	2	1	20	17	5	2	2	1	1	1	2	2	4	2	4	11	2	1	6	2	34	7	2	4	7	12	2	1	3	3
Transketolase_N	5	2	5	9	9	8	4	19	1	1	1	2	3	10	8	9	5	6	7	7	9	10	8	2	3	8	14	4	2	4	5
DHC_N2	0	13	0	0	0	1	0	0	13	10	11	10	23	10	0	0	0	0	13	0	0	2	0	13	0	7	44	14	13	0	0
Peptidase_M48	8	2	8	5	5	13	2	6	5	2	3	5	4	9	6	3	25	6	1	5	4	10	5	2	7	11	6	2	4	16	7
CRAL_TRIO_N	9	3	6	5	9	10	4	7	7	4	5	6	6	22	9	2	4	3	2	10	6	4	5	4	9	9	3	3	5	8	6
DSHCT	9	3	6	11	12	14	3	11	2	2	2	2	3	8	5	4	4	4	5	14	6	7	8	3	11	11	7	3	3	5	7
Fumble	11	2	6	16	9	11	2	7	2	1	1	2	3	8	8	20	7	10	6	10	10	5	6	2	7	12	3	2	1	6	4
Peptidase_M41	8	2	4	8	8	8	5	10	2	2	2	2	3	6	5	4	9	6	1	5	4	7	4	2	5	26	25	2	2	4	11
Peptidase_M36	8	3	6	6	5	7	8	16	13	3	5	1	6	16	8	0	1	1	2	3	2	6	3	14	2	13	12	17	3	3	6
PGM_PMM_II	6	2	7	7	20	8	6	13	3	2	1	3	3	7	2	4	5	3	2	7	3	2	4	2	12	20	23	1	2	1	3
UBA_4	13	2	6	4	10	9	4	18	2	2	2	3	3	11	9	2	8	7	0	12	5	7	5	3	5	9	2	1	3	2	6
AA_permease	3	1	1	4	2	4	2	2	29	6	7	37	3	2	2	1	1	1	3	1	3	1	4	1	4	26	17	1	34	1	2
G-patch_2	12	4	5	9	13	11	1	11	4	5	6	4	3	14	8	7	7	6	1	6	5	7	5	3	8	7	2	3	4	3	9
Rubrerythrin	12	2	4	10	10	12	2	14	0	0	0	0	2	8	6	8	4	18	0	8	14	4	2	2	4	7	3	0	0	3	12
TehB	26	3	4	7	5	11	5	17	1	1	1	1	6	16	10	5	5	3	1	8	4	10	10	3	5	9	5	3	1	3	5
Homeobox_KN	5	6	3	4	4	5	2	5	24	4	2	4	13	7	7	3	3	2	3	2	3	15	2	15	2	17	6	7	21	3	4
DUF1752	10	3	6	7	6	6	4	11	0	2	3	2	5	15	8	7	7	5	2	5	11	7	5	3	7	8	7	1	3	6	8
Abhydrolase_2	8	4	4	9	8	10	6	13	2	2	3	4	5	9	6	3	3	6	2	8	5	3	10	3	8	8	8	2	3	5	3
HRDC	6	4	2	2	5	3	3	5	3	1	2	2	1	2	1	31	31	41	6	4	3	6	4	1	1	10	6	2	1	2	1
DDHD	11	2	4	5	8	6	9	16	2	3	2	2	5	12	4	5	4	2	6	12	12	5	6	3	8	14	2	3	2	6	10
HR1	10	4	5	6	6	10	3	11	4	4	4	3	7	24	11	6	7	5	7	5	8	11	12	3	0	0	4	2	3	2	4
Thiolase_N	6	1	1	2	10	2	1	3	5	5	5	13	2	4	7	3	2	3	1	4	4	2	4	1	3	64	26	1	4	4	6
Ammonium_transp	7	3	3	2	4	5	2	11	13	2	2	4	7	3	14	0	0	0	0	8	5	9	6	3	17	11	20	4	7	3	6
DNA_pol_E_B	7	2	5	9	8	9	5	16	3	4	3	4	4	11	6	5	5	6	2	10	5	3	8	3	5	12	6	2	3	9	10
CTD_bind	10	3	4	7	7	15	4	11	3	3	2	2	6	20	9	6	4	5	2	7	8	6	7	4	4	3	0	4	2	4	6
CK_II_beta	16	2	3	14	18	15	3	7	4	2	3	3	4	24	5	5	5	7	1	4	2	3	3	2	6	12	6	2	1	5	4
AAT	3	3	4	2	4	6	6	18	0	0	0	0	6	8	2	12	11	12	5	8	8	7	18	1	15	4	2	4	0	1	1
UPF0020	15	5	7	2	10	11	4	8	1	3	2	3	5	17	11	6	6	5	2	10	8	6	6	4	6	3	0	2	1	5	10
CwfJ_C_1	15	2	5	9	12	15	6	9	2	2	3	3	2	6	5	13	5	7	3	14	4	5	5	3	5	8	1	1	2	12	11
UMPH-1	5	2	4	11	4	6	2	10	1	1	2	3	5	16	10	5	3	4	2	6	8	5	4	2	8	11	7	2	2	7	4
CLP_protease	12	2	6	10	8	16	4	14	2	1	1	2	3	6	6	5	8	10	0	13	3	4	5	2	8	12	7	0	1	6	6
Peptidase_C12	9	2	6	9	11	13	5	12	1	2	2	3	4	7	5	11	11	9	1	10	4	5	5	2	9	12	0	0	2	12	4
Glyco_tran_28_C	10	4	5	7	9	10	6	13	2	1	1	1	4	9	6	4	6	6	4	5	9	4	5	3	8	20	10	2	10	5	2
PPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	148	64	0	0	0	0
Pyrophosphatase	7	2	4	8	10	9	6	7	1	1	1	0	3	11	6	4	6	5	2	9	7	23	8	2	6	12	9	2	1	4	6
AAA_7	1	13	0	0	0	1	1	0	12	12	11	9	24	5	1	0	0	0	12	0	0	1	0	13	0	8	36	13	13	1	4
6PF2K	4	2	5	8	5	14	5	16	4	4	3	3	4	9	19	9	5	5	3	4	4	3	5	2	8	18	4	2	3	3	4
Phosducin	7	2	4	8	9	8	5	8	3	2	2	2	4	11	7	5	5	8	2	6	11	11	5	3	7	17	5	1	3	8	10
SSF	11	5	4	5	4	6	3	8	4	1	1	1	3	11	3	13	8	14	2	5	7	8	9	2	7	10	8	2	1	6	8
PRKCSH	10	3	3	7	6	7	4	13	4	3	2	2	4	18	7	6	5	6	3	8	7	4	5	3	8	18	5	2	3	6	5
AAA_6	0	13	0	0	0	0	0	0	12	10	11	10	23	0	1	0	0	0	14	0	0	1	0	13	1	11	39	14	13	0	3
Arginosuc_synth	31	3	1	30	2	61	2	2	1	1	1	2	2	2	3	2	8	11	0	6	3	1	3	1	2	4	5	2	1	2	4
SRP54	9	3	4	8	7	9	6	8	0	2	2	2	3	7	7	6	3	8	5	14	4	3	9	3	6	18	7	2	0	3	15
Myosin_TH1	6	2	4	12	7	14	3	11	1	1	2	1	5	14	7	3	4	2	1	4	6	15	9	3	7	21	2	1	1	5	4
MOZ_SAS	16	3	7	12	9	12	5	7	2	4	3	4	5	10	6	5	4	7	3	4	5	5	9	3	6	10	3	3	3	3	11
DAHP_synth_1	9	2	3	14	12	8	7	6	4	2	2	2	4	10	7	11	11	6	2	8	6	3	5	2	4	17	4	1	0	3	11
VHS	10	3	4	6	3	10	8	11	7	3	3	4	4	10	6	7	6	4	5	5	5	3	9	3	11	10	0	2	7	4	5
Sedlin_N	9	4	6	14	11	10	6	9	4	3	2	3	6	14	6	6	5	7	2	3	3	6	7	4	11	7	0	1	3	3	6
BRO1	16	4	2	7	9	5	3	8	3	4	2	3	5	21	8	8	4	8	4	5	4	6	4	3	5	5	4	5	3	4	9
polyprenyl_synt	5	2	2	9	6	6	3	6	5	4	3	3	2	10	4	5	7	4	2	8	4	5	8	2	9	26	16	2	3	10	5
Fibrillarin	9	2	6	6	10	11	9	6	1	1	1	2	4	15	6	10	7	7	4	2	4	5	8	2	8	18	3	2	1	5	8
UPF0016	8	2	4	12	8	10	4	4	2	2	2	2	4	9	10	16	12	11	2	5	4	2	3	2	8	14	8	2	2	5	5
Ribosomal_S7e	11	1	3	6	6	62	3	6	1	1	2	1	2	6	3	6	2	2	0	2	1	48	0	2	4	2	2	2	1	2	4
DHHA1	30	1	2	8	12	15	1	30	1	1	1	2	1	2	3	5	3	5	1	6	1	4	2	1	15	10	4	1	1	2	0
UBA_e1_thiolCys	7	2	4	13	7	11	4	20	2	2	2	2	2	8	6	16	17	5	4	4	5	4	5	2	4	11	3	1	2	6	6
GFO_IDH_MocA	5	1	4	15	19	6	6	7	5	2	2	6	4	5	3	25	6	3	0	8	2	4	4	1	9	14	7	1	4	8	1
DUF1394	11	3	3	9	5	8	5	12	2	1	2	2	5	11	7	4	3	3	5	10	7	5	9	3	5	16	9	3	1	5	9
SDA1	8	2	7	18	9	7	2	11	1	1	1	1	2	9	7	9	5	13	4	4	8	4	13	2	8	19	3	2	1	2	3
GCD14	10	2	5	9	9	9	9	8	2	4	2	3	5	9	12	7	5	9	4	7	2	4	7	3	7	5	2	2	2	3	14
RPE65	8	2	2	15	6	9	4	9	1	0	1	6	5	21	11	7	5	4	3	5	8	8	5	2	6	13	9	2	4	2	3
PWI	8	5	6	10	9	11	4	11	3	4	3	2	5	11	6	8	7	9	0	5	4	5	8	5	4	17	0	3	4	3	5
Rad60-SLD_2	7	3	9	21	7	11	2	3	3	1	1	3	4	11	6	5	2	2	2	7	5	6	6	2	5	29	7	2	2	4	8
CBF	15	3	5	8	16	17	2	14	3	2	3	3	3	10	6	11	5	6	3	8	5	6	5	3	5	5	6	1	3	1	2
eRF1_1	20	1	18	19	16	16	5	7	4	2	2	2	4	5	5	3	3	3	2	3	3	8	2	2	4	6	7	1	1	9	2
Xan_ur_permease	6	3	3	6	6	6	3	9	1	0	1	4	1	8	35	4	7	4	1	2	3	1	1	1	4	32	14	3	1	1	3
PGK	7	2	3	8	5	5	6	12	3	1	1	1	4	22	8	5	5	6	1	11	10	4	10	2	6	7	5	2	2	6	5
3HCDH_N	7	3	11	9	8	8	1	5	2	2	2	2	1	11	5	3	2	5	7	8	5	14	5	1	3	17	26	4	2	2	3
PAPS_reduct	5	2	4	8	6	4	2	10	4	5	2	3	4	19	18	2	5	9	0	10	7	7	5	2	5	19	7	1	3	5	2
MgtE	5	4	4	6	7	11	2	9	2	1	1	2	4	12	9	4	6	3	3	6	4	4	5	2	7	17	30	2	2	4	2
HhH-GPD	8	3	4	4	6	13	6	29	3	5	4	4	3	9	8	4	5	3	4	4	2	9	3	3	4	10	7	4	3	5	7
Pil1	21	1	2	38	42	16	2	4	2	1	1	1	3	4	3	6	4	2	1	4	5	8	2	3	2	6	1	0	1	2	2
Chs3p	30	2	2	17	6	4	2	6	3	1	2	2	4	15	7	3	2	3	4	9	11	5	4	2	4	13	5	1	2	8	4
FSH1	10	2	5	3	7	19	7	11	7	2	4	4	3	7	7	4	5	6	2	8	4	6	4	2	7	14	1	4	6	6	2
PRK	9	3	3	7	7	10	0	13	6	3	3	0	4	11	6	3	2	4	3	6	6	3	10	2	19	5	5	2	2	4	6
ERCC3_RAD25_C	14	1	11	7	16	17	7	14	3	2	3	1	4	13	6	8	4	2	2	8	3	10	3	3	3	9	5	1	3	3	5
Dynamin_M	5	2	5	4	5	5	3	7	4	4	4	3	5	18	6	4	7	7	2	4	3	2	3	2	12	20	11	2	3	4	8
Tropomyosin_1	6	3	4	6	6	7	6	6	3	1	0	2	5	18	12	6	6	6	2	10	3	3	1	2	6	8	13	2	3	10	7
zf-HIT	12	4	7	16	24	12	3	8	2	4	4	2	4	12	4	5	5	6	3	7	5	5	8	3	2	10	4	1	3	2	2
TRAPP	8	3	4	8	10	12	5	7	3	3	3	3	5	10	7	7	6	9	3	3	11	7	6	3	8	12	2	1	3	2	6
MDM31_MDM32	4	2	2	4	4	4	6	8	2	1	1	1	4	14	8	11	5	3	2	8	3	3	9	2	13	17	10	3	1	9	7
SWIRM	9	5	5	7	11	10	7	13	5	6	3	4	5	13	6	2	5	6	3	6	11	7	8	6	2	6	2	3	3	2	3
Methyltransf_15	10	4	7	2	9	9	4	13	2	3	1	2	4	18	11	4	4	4	0	7	4	6	5	3	7	8	3	2	1	6	8
STPPase_N	6	3	3	3	6	8	6	6	9	1	2	3	5	17	9	5	7	5	3	3	6	3	9	2	4	20	13	3	4	3	3
COPIIcoated_ERV	12	2	3	10	11	11	5	16	3	2	2	3	4	8	5	3	6	4	1	5	4	2	10	2	5	14	5	1	2	6	14
Collagen	17	2	10	14	8	7	55	25	0	0	0	0	2	4	1	1	1	1	0	2	0	3	0	1	9	7	5	3	0	0	1
rRNA_proc-arch	15	3	5	8	14	17	4	10	2	2	2	2	2	7	5	2	4	1	4	8	7	7	6	3	2	10	10	3	2	6	12
GHMP_kinases_C	11	4	2	9	10	14	6	11	5	3	3	2	3	8	8	2	5	13	2	4	5	7	9	2	8	11	1	2	3	5	2
ALIX_LYPXL_bnd	17	2	12	18	11	16	3	8	2	2	2	2	4	20	7	3	4	4	4	6	4	3	3	2	5	7	4	2	2	3	3
Glyco_trans_1_2	4	0	1	6	6	4	1	2	0	3	1	1	2	5	2	19	29	21	0	2	1	10	5	1	4	15	28	2	2	11	3
tRNA-synt_1c	5	2	3	6	6	8	4	7	3	2	3	3	4	12	7	6	6	5	3	6	3	6	5	2	5	8	18	2	3	6	8
zf-H2C2	2	0	6	0	0	2	1	4	0	0	0	0	0	8	1	1	1	0	26	27	8	7	12	0	9	15	30	1	0	1	7
MFS_1_like	19	5	3	15	63	9	1	9	2	3	1	6	2	6	3	1	2	4	1	5	4	5	1	1	2	8	4	0	2	1	2
IBR	10	4	2	2	4	8	2	10	16	6	7	11	4	18	8	5	5	4	2	10	4	4	4	2	3	6	1	2	19	2	3
GCFC	8	2	3	6	6	5	5	11	1	1	3	1	2	4	4	3	2	3	5	4	4	3	8	2	1	11	64	2	3	6	3
ThrE	6	2	2	4	4	6	4	10	10	3	6	5	6	18	22	2	4	2	1	2	2	4	2	2	5	14	18	1	10	2	2
Rtt106	7	3	4	10	8	8	5	6	4	3	3	3	4	13	9	4	9	6	3	8	3	6	3	3	8	11	6	3	3	6	2
Redoxin	4	2	4	4	2	25	2	8	10	5	7	7	2	6	8	5	10	15	0	2	1	2	1	1	2	17	11	2	10	3	4
tRNA_bind	4	2	2	4	5	4	7	7	4	3	3	3	3	13	7	19	4	5	2	5	6	2	4	3	6	11	10	3	4	5	7
Spermine_synt_N	18	2	1	4	28	28	1	19	2	1	1	1	1	26	20	6	2	2	1	0	2	10	2	1	2	2	3	1	1	1	2
tRNA-synt_His	3	2	2	2	3	13	4	17	2	2	2	1	3	19	3	3	5	4	3	5	7	15	2	2	2	19	8	2	2	7	10
MMS1_N	7	2	5	3	5	13	6	10	4	3	4	3	2	15	8	1	3	1	9	11	4	6	4	3	0	23	19	2	4	0	4
PAS	9	2	5	6	6	5	4	12	0	6	5	5	5	17	9	8	5	3	1	11	5	3	6	4	3	7	2	1	4	4	3
Ribosomal_S8e	12	2	3	5	5	4	4	14	4	2	2	2	4	10	8	5	31	6	2	4	4	4	3	2	7	9	5	2	3	2	3
zf-HC5HC2H_2	9	8	7	9	8	16	0	15	3	3	2	3	7	17	3	6	6	6	4	4	1	11	1	4	5	5	3	2	3	1	0
PPDK_N	12	3	6	8	9	11	15	12	0	0	0	1	10	14	7	6	1	3	1	3	1	1	5	0	2	14	19	2	0	3	5
RNA_pol_Rpb2_3	6	3	11	0	1	12	2	4	3	3	3	3	12	20	5	0	1	3	6	10	13	5	6	5	0	19	7	4	3	0	1
Chitin_synth_1N	4	3	1	2	4	3	5	8	8	4	4	4	5	23	12	1	2	3	3	4	7	9	8	3	3	3	4	2	12	8	4
RrnaAD	7	3	2	8	6	5	3	6	1	2	1	1	4	9	3	9	4	6	5	11	7	16	9	2	5	16	12	2	2	1	5
Citrate_synt	13	1	2	5	12	13	3	6	6	5	5	3	2	9	10	9	8	4	1	9	3	2	2	1	2	18	12	1	4	2	6
Ribosomal_S17e	24	1	1	36	2	63	2	4	2	1	2	2	2	5	2	2	2	2	0	0	0	2	0	1	2	4	2	1	2	0	5
MutS_V	9	3	4	6	4	9	4	14	8	6	6	5	4	7	6	4	3	3	3	8	6	5	4	3	3	16	4	3	6	5	4
Ribosomal_S4e	2	1	2	2	75	21	2	25	2	1	2	1	2	5	8	2	2	2	0	0	1	2	1	1	3	4	4	1	4	0	3
S-AdoMet_synt_M	7	2	5	6	6	11	2	5	1	1	1	1	4	9	10	3	4	5	3	9	7	4	6	4	13	12	5	1	1	4	8
FGGY_C	7	3	5	7	8	7	3	9	4	2	3	5	4	11	7	5	5	9	1	2	3	3	2	2	6	12	12	3	2	5	4
Fer4_9	18	1	1	20	17	4	2	2	1	1	1	1	2	2	2	4	11	2	0	6	2	34	7	1	4	6	9	1	1	3	2
Yip1	7	3	5	7	10	11	5	14	4	3	3	3	5	12	6	7	3	3	1	13	6	6	2	2	9	3	0	1	3	9	6
Arfaptin	5	2	2	5	5	3	6	6	2	1	1	0	5	9	4	8	6	9	1	4	4	5	4	2	29	4	0	2	0	3	9
Flavodoxin_2	4	0	2	3	4	3	3	8	1	0	0	2	5	21	10	9	3	5	3	6	7	7	6	1	12	8	9	2	2	7	4
ER_lumen_recept	7	2	2	6	3	7	3	25	1	1	1	2	4	12	8	8	6	7	1	7	6	3	10	2	8	12	2	2	1	6	9
RPN7	10	2	3	12	5	11	5	18	6	2	2	2	3	12	3	5	5	2	2	5	5	3	4	2	5	13	6	2	2	5	5
DUF4203	18	0	2	16	13	6	1	7	9	2	3	1	1	40	1	3	3	2	1	2	0	16	1	1	2	4	1	1	8	2	4
3HCDH	6	3	11	9	7	16	0	4	2	3	2	3	0	6	4	2	3	4	7	6	6	13	4	0	5	12	23	4	2	2	1
Gly_transf_sug	7	2	3	6	5	6	1	2	33	6	4	2	3	7	3	14	3	3	1	7	3	3	5	2	3	5	1	1	26	2	5
hDGE_amylase	8	2	6	31	9	13	0	11	1	1	1	1	1	9	5	12	4	3	2	5	5	3	5	1	0	8	6	1	4	3	8
CPSase_sm_chain	7	3	2	6	10	6	3	14	1	3	1	2	6	11	6	14	6	11	2	4	4	3	2	3	2	13	6	3	2	6	4
PTR2	7	2	2	2	4	7	0	3	6	0	1	1	6	17	8	4	9	8	2	11	11	3	12	0	0	10	5	5	6	3	4
Utp12	14	3	8	9	9	12	4	9	4	2	2	3	6	9	10	2	3	4	2	7	4	3	6	4	7	5	3	2	2	7	4
RSN1_TM	11	5	4	5	7	11	1	6	5	3	5	2	6	12	7	4	4	4	6	8	5	5	6	5	4	11	8	2	4	1	2
Rep_fac_C	11	3	6	10	9	11	5	13	3	2	3	3	3	11	4	3	3	5	2	5	3	8	3	3	6	10	2	1	5	8	11
WH1	4	3	3	4	4	5	8	9	1	2	2	1	6	15	6	5	4	4	1	4	7	4	11	3	10	10	7	3	2	2	5
Meth_synt_1	4	0	5	3	4	8	1	4	2	2	2	2	4	13	7	4	6	5	0	2	2	16	0	2	20	14	6	2	2	3	3
TRM13	12	3	5	11	11	20	6	20	1	1	0	2	4	8	6	6	6	5	3	9	4	4	5	3	3	3	3	3	1	5	3
RNA_pol_Rpb1_3	5	4	6	0	0	7	1	7	3	3	3	4	3	10	5	1	1	2	3	9	4	17	2	11	7	15	10	8	3	4	4
ANTH	11	2	5	1	2	11	1	12	3	4	4	4	6	13	11	3	5	3	2	2	4	6	3	3	7	19	0	2	2	3	1
GCS	7	2	3	3	6	7	9	13	1	1	2	2	3	13	8	4	2	3	0	5	3	19	4	3	2	14	10	2	2	2	6
MRG	11	1	5	8	11	15	3	9	1	1	2	1	4	13	8	10	6	5	3	6	3	6	2	2	6	11	0	1	1	7	4
Tom37	11	2	4	5	6	16	3	19	3	2	2	2	4	9	5	2	6	4	4	6	3	3	5	4	6	10	5	2	2	4	3
Nic96	11	2	4	6	4	5	5	10	2	1	1	2	5	18	9	4	9	7	0	3	5	4	6	3	4	11	11	2	1	6	2
CBM-like	7	3	5	9	8	9	4	4	0	0	0	0	16	13	6	2	5	6	3	6	3	7	4	2	7	4	2	8	0	5	7
